sentence1,sentence2,similarity,predicted_similarity
The black dog is running through the grass,The black dog is walking through the tall grass,4.0,3.094306
A black climber is rocking a dog,The black dog is climbing on a rock,1.125,2.7050118
The black dog is climbing on a rock,There is no dog standing with its two front paws on a rock in the field,2.375,2.0136945
A young child with hair of black color is taking a picture with a camera,A young child with black hair is taking a picture with a camera,4.875,3.8368497
A child is holding a camera in front of his face,There is no child holding a camera in front of his face,3.375,2.8100953
Two small boys dressed in tuxedos are sitting on a red carpeted floor,Some boys being dressed with a carpet are sitting on two red tuxedos ,2.625,3.946059
"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor",Two little boys are wearing tuxedos,4.0,3.6677122
A brown dog is carrying a colored toy in the grass,A brown dog is dropping a colored toy from its mouth,3.375,3.6358237
A colored toy is being carried by a brown dog in the grass,A brown dog is running across the yard with a toy in its mouth,3.875,3.4994566
A brown dog is running across the yard with a toy in its mouth,A brown dog is dropping a colored toy from its mouth,3.875,3.564492
A brown dog is running breathlessly across the yard with a toy in its mouth,A brown dog is carrying a colored toy in the grass,3.625,3.5890424
A brown dog is running across the yard with a toy in its mouth,A brown dog is carrying a colored toy in the grass,3.75,3.6829607
The person with the green shirt is jumping high over the grass,A person with a green shirt is jumping high over the grass,4.875,3.8223135
A person with a green shirt is jumping onto the grass,A person with a green shirt is jumping high over the grass,4.0,3.3730392
"A boy, who is young, is jumping in the air with his knees bent and arms spread",A person with a green shirt is jumping high over the grass,2.5,2.4825919
A person with a green shirt is jumping high over the grass,A young boy is jumping in the air with his knees bent and arms spread,2.375,2.0837295
A brown and white dog is jumping in the air with a tennis ball in its mouth,A brown and white dog is resting on the ground with a tennis ball in its mouth,3.0,3.2408826
A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is silent and is leaving a purse and a yellow bag on the near ledge,2.875,3.1050375
A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is speaking from a ledge and is keeping her cell phone inside a purse that is inside a yellow bag,2.875,3.8518732
A woman in a black shirt is sitting next to a fluorescent green bag,A woman is silent and is leaving a purse and a yellow bag on the near ledge,1.75,1.2136354
A bird is resting its wings in the water,A bird is flapping its wings on the water,3.375,3.6370735
A bird is resting its wings in the water,A brown duck with a green head is flapping its wings in the water,2.5,3.4757955
A furry brown dog is running through the grassy area,The furry brown dog is running through the grassy area,5.0,4.5453186
The brown dog is playing outdoors,The furry brown dog is running through the grassy area,3.1875,3.2804227
The elderly lady is anxiously waiting on the sidewalk,The elderly lady is waiting on the sidewalk,4.625,3.7876484
The elderly lady is waiting on the sidewalk,A lady in a fur hat and fur coat is standing outside a building,3.0,1.9121085
One young child is running outside over some fallen leaves,A young child is running outside over the fallen leaves,4.5,3.7769508
A young child is running down a gravel road that is covered with dead leaves,A young child is running outside over the fallen leaves,3.875,3.6783783
A cigarette is being smoked by the man in the straw hat,A man is wearing a straw hat and smoking a cigarette,4.75,4.299996
Three men are looking into the distance,Some men in the distance are staring at three big hills,2.75,2.7216244
Three men are staring at the big green hills in the distance,Three men are looking into the distance,4.125,3.1037307
One man is climbing a rock wall and another man is holding a rope,One man is climbing a wall made of rock and another man is holding a rope,4.875,3.794408
One man is jumping off a rock wall and another man is dropping a rope,One man is climbing a rock wall and another man is holding a rope,3.5,3.446044
Two children are playing on a statue,Some children are playing on a statue,4.125,4.351957
Small children are getting off a statue in a park,Two children are playing on a statue,2.875,3.5037205
There are no children playing on a statue,Small children are climbing a statue in a park,3.375,2.737785
A woman is looking at the view of a city,The woman is looking at the view of a city,4.875,3.6324122
A blonde lady is looking at a tower,The woman is looking at the view of a city,2.875,3.478677
A tower is being looked at by a blonde lady,A woman is looking at the view of a city,2.875,3.3943338
A blonde lady is looking at a tower,A woman is looking at the view of a city,2.25,3.478677
A person is standing on a mountain top,Somebody is standing on a mountain top,4.875,3.2355003
A man is standing on the top of the rocks with clouds behind them,Somebody is standing on a mountain top,2.625,1.981152
A smiling boy in summer clothes is standing still outside a building,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,3.0,2.822154
A smiling boy in summer clothes is standing still outside a building,A young child dressed for cold weather is standing outside,2.375,2.2157836
A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,A young child dressed for cold weather is standing outside,3.875,3.2813547
A child is looking seriously at the camera and getting out of a pool,A child is swimming underwater in a pool,3.0,2.9402304
The man and the child are kayaking through gentle waters,A man and a young boy are riding in a yellow kayak,3.5,3.9142148
A person playing football is wearing black armbands,A football player is wearing black armbands,4.25,3.677553
The American footballer is not wearing a red and white strip,A football player is wearing black armbands,3.0,1.5823131
The American footballer is wearing a red and white strip,A football player is wearing black armbands,2.75,2.0453484
A dog is running after a ball in the grass,A dog is chasing a ball in the grass,4.625,2.9174993
A dog is chasing a ball on the grass,There is no dog chasing a ball in the grass,3.0,2.9208274
A red dog is excitedly jumping up and catching a tennis ball in its mouth,A tan dog is jumping up and catching a tennis ball,3.75,3.645209
A man is sitting on a train and resting his hand against his face,The hairy man is sitting on a train,2.75,2.6352935
A man is standing on a train and resting his hand on his lap,The bearded man is sitting on a train,2.5,2.5496545
The show for the small child is being set on an exciting swing at the park,A small child is showing excitement on a swing set at the park,2.375,3.6419792
A small child is showing excitement on a swing set at the park,The little girl is not swinging and the woman is not standing behind her,3.25,2.382098
A small child is showing excitement on a swing set at the park,The girl is standing behind the little woman who is swinging,1.875,3.203884
A small child is showing boredom on a swing set at the park,The little girl is swinging and the woman is standing behind her,2.5,3.0946212
The little girl is swinging and the woman is standing behind her,A small child is showing excitement on a swing set at the park,2.375,1.245549
